Symbol	Tickers	ID	ArrivalTime	Headline	Author	Float	positive	negative	neutral	sentiment_score	label	Trades/sec	Trigger
TFPM	"[""TFPM""]"	nBwc0KXhpa	2026-05-05 17:01:00	Triple Flag Declares Q2 2026 Dividend	Business Wire	202.64	0.1072	0.0302	0.8626	0.0771	positive	0.005606952621250351	YES
CSU	"[""CSU"", ""TOI""]"	nGNX669v5v	2026-05-05 17:01:49	Constellation Software Inc. and Topicus.Com Inc. Announce Results for Topicus.com Inc. for the First Quarter Ended March 31, 2026	Globe Newswire		0.1063	0.1096	0.7841	-0.0032	neutral		NO:sentiment_score,Float,Trades/sec
TOI	"[""CSU"", ""TOI""]"	nGNX669v5v	2026-05-05 17:01:49	Constellation Software Inc. and Topicus.Com Inc. Announce Results for Topicus.com Inc. for the First Quarter Ended March 31, 2026	Globe Newswire	56.78	0.1063	0.1096	0.7841	-0.0032	neutral	0.006022447303586094	NO:sentiment_score
UHG	"[""UHG""]"	nGNX4qBwLR	2026-05-05 17:02:24	INVESTOR ALERT: Pomerantz Law Firm Reminds Investors with Losses on their Investment in United Homes Group, Inc. of Class Action Lawsuit and Upcoming Deadlines – UHG	Globe Newswire	11.21	0.2336	0.3445	0.4218	-0.1109	negative		NO:sentiment_score,Trades/sec
ALDX	"[""ALDX""]"	nGNX1LBPjN	2026-05-05 17:06:38	INVESTOR ALERT: Pomerantz Law Firm Reminds Investors with Losses on their Investment in Aldeyra Therapeutics, Inc. Of Class Action Lawsuit and Upcoming Deadlines – ALDX	Globe Newswire	55.6	0.2274	0.5483	0.2242	-0.3209	negative	0.007020757020757021	NO:sentiment_score
CRIS	"[""CRIS""]"	nPnbp2JbGa	2026-05-05 17:12:18	Curis to Report First Quarter 2026 Financial and Operating Results and Host Conference Call and Webcast on May 12, 2026	PR Newswire	38.54	0.0778	0.0254	0.8967	0.0524	positive	0.009252405625462621	YES
FCHL	"[""FCHL""]"	nGNX8Gqb1H	2026-05-05 17:12:40	INVESTOR ALERT: Pomerantz Law Firm Reminds Investors with Losses on their Investment in Fitness Champs Holdings Ltd. of Class Action Lawsuit and Upcoming Deadlines – FCHL	Globe Newswire	0.35	0.1886	0.4121	0.3992	-0.2235	negative	0.012742718446601941	NO:sentiment_score
DRVN	"[""DRVN""]"	nGNX9ghwPX	2026-05-05 17:14:39	INVESTOR ALERT: Pomerantz Law Firm Reminds Investors with Losses on their Investment in Driven Brands Holdings Inc. of Class Action Lawsuit and Upcoming Deadlines – DRVN	Globe Newswire	58.87	0.2524	0.3323	0.4153	-0.0799	negative	0.0048712595685455815	NO:sentiment_score
IMM	"[""IMMP"", ""IMM""]"	nBwc4cRrFa	2026-05-05 17:15:00	Investor Notice: Robbins LLP Informs Investors of the Immutep Limited Class Action	Business Wire		0.0931	0.0587	0.8482	0.0344	neutral		NO:sentiment_score,Float,Trades/sec
IMMP	"[""IMMP"", ""IMM""]"	nBwc4cRrFa	2026-05-05 17:15:00	Investor Notice: Robbins LLP Informs Investors of the Immutep Limited Class Action	Business Wire	146.13	0.0931	0.0587	0.8482	0.0344	neutral	0.012040939193257074	NO:sentiment_score
AURA	"[""AURA""]"	nGNX7m94Vk	2026-05-05 17:15:07	Aura Biosciences Announces Closing of $299 Million Public Offering Including Full Exercise of Underwriters’ Option to Purchase Additional Shares	Globe Newswire	44.71	0.1647	0.0234	0.8119	0.1413	positive	0.006327111673521037	YES
CHOW	"[""CHOW""]"	nGNX58Hl9y	2026-05-05 17:17:43	INVESTOR ALERT: Pomerantz Law Firm Investigates Claims On Behalf of Investors of ChowChow Cloud International Holdings Ltd. - CHOW	Globe Newswire	10.64	0.0983	0.0831	0.8186	0.0151	neutral	0.0058927519151443725	NO:sentiment_score
IAG	"[""IAG""]"	nBwbsF14na	2026-05-05 17:18:00	iA Financial Group Reports First Quarter Results and an 11% Common Dividend Increase	Business Wire	587.61	0.2674	0.0259	0.7066	0.2415	positive	0.006457862447529867	NO:Float
UAMY	"[""UAMY""]"	nACSk7yRHa	2026-05-05 17:20:45	United States Antimony Corporation Announces Webcast set for Thursday, May 14, 2026, at 4:15 PM Eastern Time on First Quarter 2026 Financial and Operating Results 	ACCESSWIRE	124.14	0.0833	0.0435	0.8732	0.0398	neutral	0.025974025974025976	NO:sentiment_score
LGL	"[""LGL""]"	nNFC6f8VsS	2026-05-05 17:22:43	The LGL Group, Inc. Announces Details of Upcoming Investor Day on May 12, 2026	Newsfile Corp	4.36	0.0408	0.0292	0.93	0.0116	neutral	0.002421893921046258	NO:sentiment_score
POET	"[""POET""]"	nGNXChT8p	2026-05-05 17:27:29	INVESTOR ALERT: Pomerantz Law Firm Reminds Investors with Losses on their Investment in POET Technologies Inc. of Class Action Lawsuit and Upcoming Deadlines – POET	Globe Newswire	90.52	0.1728	0.3655	0.4617	-0.1927	negative	0.32	NO:sentiment_score
GO	"[""GO""]"	nGNX3m8VLP	2026-05-05 17:32:02	INVESTOR ALERT: Pomerantz Law Firm Reminds Investors with Losses on their Investment in Grocery Outlet Holding Corp. of Class Action Lawsuit and Upcoming Deadlines – GO	Globe Newswire	90.72	0.2312	0.4416	0.3273	-0.2104	negative	0.004966476285075739	NO:sentiment_score
QUIK	"[""QUIK""]"	nPnbPDrmsa	2026-05-05 17:33:07	QuickLogic to Showcase EOS™ S3 and eFPGA Solutions at Sensors Converge	PR Newswire	16.14	0.2438	0.0083	0.7479	0.2355	positive	0.005213505461767627	YES
ATRA	"[""ATRA""]"	nGNX5ng8nZ	2026-05-05 17:38:00	ROSEN, A LONGSTANDING LAW FIRM, Encourages Atara Biotherapeutics, Inc. Investors to Secure Counsel Before Important Deadline in Securities Class Action - ATRA	Globe Newswire	4.86	0.2911	0.0294	0.6795	0.2617	positive	0.03387096774193549	YES
VITL	"[""VITL""]"	nGNX519GNY	2026-05-05 17:41:01	INVESTOR ALERT: Pomerantz Law Firm Reminds Investors with Losses on their Investment in Vital Farms, Inc. Of Class Action Lawsuit and Upcoming Deadlines – VITL	Globe Newswire	36.68	0.2533	0.3309	0.4157	-0.0776	negative	0.006133177570093458	NO:sentiment_score
BATL	"[""BATL""]"	nGNX16FjQv	2026-05-05 17:43:29	Battalion Oil Announces Letter of Intent for Joint Development Agreement to Accelerate Monument Draw Activity 	Globe Newswire	16.75	0.6715	0.037	0.2915	0.6345	positive	0.05305039787798409	YES
BMEA	"[""BMEA""]"	nGNX44G15T	2026-05-05 17:50:41	Biomea Fusion Announces Poster Presentations of Icovamenib at the American Diabetes Association (ADA) 86th Scientific Sessions	Globe Newswire	67.37	0.1124	0.0342	0.8534	0.0782	positive	0.003816793893129771	YES
NNOX	"[""NNOX""]"	nGNX8FFhBm	2026-05-05 18:00:00	NNOX INVESTOR ALERT: Kirby McInerney LLP Investigates Potential Claims Involving Nano-X Imaging Ltd.	Globe Newswire	69.02	0.126	0.0728	0.8011	0.0532	positive	0.0411522633744856	YES
BWEN	"[""BWEN""]"	nGNX5CBT02	2026-05-05 18:00:00	Broadwind Announces Strategic Exit From Wind Market With Sale of Abilene Facility, Pivots to Become Pure-Play Precision Manufacturer Supporting Power Generation and Critical Infrastructure Markets; and Withdraws 2026 Financial Guidance	Globe Newswire	19.98	0.1224	0.1523	0.7253	-0.0299	neutral	0.002898130705694827	NO:sentiment_score
ONCO	"[""ONCO""]"	nACS75kCga	2026-05-05 18:00:00	Onco-Innovations Announces Inka Health Collaborative Research to Advance Oncology Evidence Generation	ACCESSWIRE	0.58	0.2143	0.014	0.7717	0.2003	positive	0.02014098690835851	YES
VERI	"[""VERI""]"	nGNX5lZvlz	2026-05-05 18:01:09	VERITONE INVESTIGATION ALERT: Bragar Eagel & Squire, P.C. is Investigating Veritone, Inc. on Behalf of Veritone Stockholders and Encourages Investors to Contact the Firm	Globe Newswire	81.54	0.1293	0.0713	0.7994	0.0581	positive	0.01049317943336831	YES
AERO	"[""AERO""]"	nGNX15BFft	2026-05-05 18:04:46	Aeromexico Recognizes Progress Made in Negotiations with the U.S. Department of Transportation	Globe Newswire	108.91	0.924	0.0184	0.0576	0.9056	positive	0.003265940902021773	YES
DRVN	"[""DRVN""]"	nBw3XwpyRa	2026-05-05 18:15:00	Driven Brands 72 Hour Deadline Alert: Kahn Swick & Foti, LLC Reminds Investors With Losses In Excess Of $100,000 of Deadline in Class Action Lawsuit Against Driven Brands Holdings Inc. - DRVN	Business Wire	58.87	0.3579	0.2937	0.3484	0.0643	positive	0.0048712595685455815	YES
GEMI	"[""GEMI""]"	nPnbDyWLJa	2026-05-05 18:26:53	GEMI 13-DAY DEADLINE ALERT: Gemini Space Station Investors with Substantial Losses Have Opportunity to Lead Investor Class Action- Hagens Berman	PR Newswire	38.2	0.1812	0.0429	0.7759	0.1383	positive	0.0051692943913155855	YES
SLMT	"[""SLMT""]"	nBw3lp5b4a	2026-05-05 19:00:00	Brera Holdings PLC (d/b/a Solmate Infrastructure) Provides Update on Expected Timing of Previously Approved Reverse Share Split	Business Wire	44.62	0.1073	0.0208	0.8719	0.0866	positive	0.001936108422071636	YES
ARLO	"[""ARLO""]"	nPn2DvDLMa	2026-05-05 19:05:20	Arlo Technologies Announces Inducement Awards Under NYSE Rule 303A.08	PR Newswire	103.62	0.0449	0.0312	0.9239	0.0138	neutral	0.00283429496912643	NO:sentiment_score
SBEV	"[""SBEV""]"	nGNX9C4yST	2026-05-05 19:07:25	Splash Beverage Group Receives NYSE Notice Regarding Shareholders’ Equity Requirement; will execute a plan to Regain Compliance	Globe Newswire	9.34	0.6797	0.0155	0.3048	0.6642	positive	0.0030207677784770295	YES
NUAI	"[""NUAI""]"	nACSzPPd2a	2026-05-05 19:20:00	ROSEN, A RANKED AND LEADING LAW FIRM, Encourages New Era Energy & Digital, Inc. Investors to Secure Counsel Before Important Deadline in Securities Class Action - NUAI	ACCESSWIRE	73.85	0.3002	0.0357	0.6641	0.2645	positive	0.008237232289950576	YES
GFR	"[""GFR""]"	nNFC44yyNn	2026-05-05 19:25:50	Greenfire Resources Reports First Quarter 2026 Results and Provides an Operational Update	Newsfile Corp	34.35	0.0682	0.0286	0.9032	0.0396	neutral	0.004796163069544364	NO:sentiment_score
POET	"[""POET""]"	nACSq1LRGa	2026-05-05 19:30:00	ROSEN, THE FIRST FILING FIRM, Encourages POET Technologies Inc. Investors to Secure Counsel Before Important Deadline in Securities Class Action First Filed by The Firm - POET 	ACCESSWIRE	90.52	0.1465	0.0255	0.828	0.1209	positive	0.19801980198019803	YES
GOSS	"[""GOSS""]"	nACSkQ4zMa	2026-05-05 19:45:00	ROSEN, TOP RANKED INVESTOR COUNSEL, Encourages Gossamer Bio, Inc. Investors to Secure Counsel Before Important Deadline in Securities Class Action - GOSS	ACCESSWIRE	204.1	0.1618	0.0292	0.809	0.1326	positive	0.001905850962454736	YES
ORIO	"[""ORIO""]"	nBw43mVK4a	2026-05-05 19:50:00	Orion Digital to Announce Q1 2026 Financial Results May 7, 2026	Business Wire	21.87	0.0588	0.0258	0.9154	0.033	neutral	0.005029940119760479	NO:sentiment_score
SES	"[""SES""]"	nACS0Sm6xa	2026-05-05 19:50:00	ROSEN, RECOGNIZED INVESTOR COUNSEL, Encourages SES AI Corporation Investors to Secure Counsel Before Important Deadline in Securities Class Action First Filed by the Firm - SES	ACCESSWIRE	236.25	0.2029	0.0264	0.7707	0.1765	positive	0.01563721657544957	YES
FRMI	"[""FRMI""]"	nPnb94TyHa	2026-05-05 19:57:05	Fermi Appoints Larry Kellerman to Board of Directors	PR Newswire	242.59	0.0694	0.0411	0.8895	0.0284	neutral	0.03597122302158273	NO:sentiment_score
SRAD	"[""SRAD"", ""1M4""]"	nGNX2jMYg4	2026-05-05 20:00:00	SRAD INVESTOR ALERT: Kirby McInerney LLP Investigates Potential Claims Involving Sportradar Group AG	Globe Newswire	185.52	0.1272	0.0636	0.8092	0.0636	positive	0.0014551804423748546	YES
1M4	"[""SRAD"", ""1M4""]"	nGNX2jMYg4	2026-05-05 20:00:00	SRAD INVESTOR ALERT: Kirby McInerney LLP Investigates Potential Claims Involving Sportradar Group AG	Globe Newswire		0.1272	0.0636	0.8092	0.0636	positive		NO:Float,Trades/sec
CTOR	"[""CTOR""]"	nPn76L1Mra	2026-05-05 20:00:00	Citius Oncology, Inc. Secures Up to $36.5 Million in Debt and Equity Capital to Accelerate LYMPHIR® Commercialization	PR Newswire	21.38	0.7469	0.0093	0.2438	0.7376	positive	0.001890359168241966	YES
FSK	"[""FSK""]"	nGNX4bMdXJ	2026-05-05 20:00:00	Gainey McKenna & Egleston Announces A Class Action Lawsuit Has Been Filed Against FS KKR Capital Corp. (FSK)	Globe Newswire	279.32	0.1857	0.3279	0.4864	-0.1423	negative	0.001595405232929164	NO:sentiment_score
GPUSD	"[""GPUSD"", ""GPUS""]"	nACSVzhHJa	2026-05-05 20:00:00	Alset AI Announces Shares for Debt Transaction	ACCESSWIRE		0.1859	0.0464	0.7677	0.1395	positive	0.00034246575342465754	NO:Float
ATRA	"[""ATRA""]"	nACSn75w5a	2026-05-05 20:00:00	ATRA DEADLINE NOTICE: Atara Biotherapeutics, Inc. Investors Encouraged to Contact Kirby McInerney LLP By May 22, 2026	ACCESSWIRE	4.86	0.0847	0.0212	0.8941	0.0634	positive	0.002816540775828959	YES
GPUS	"[""GPUSD"", ""GPUS""]"	nACSVzhHJa	2026-05-05 20:00:00	Alset AI Announces Shares for Debt Transaction	ACCESSWIRE	411.68	0.1859	0.0464	0.7677	0.1395	positive		NO:Float,Trades/sec
VITL	"[""VITL""]"	nACSh9Kmya	2026-05-05 20:10:00	ROSEN, SKILLED INVESTOR COUNSEL, Encourages Vital Farms, Inc. Investors to Secure Counsel Before Important Deadline in Securities Class Action First Filed by The Firm - VITL	ACCESSWIRE	36.68	0.3943	0.0266	0.5791	0.3677	positive	0.004620554466535984	YES
DNOW	"[""DNOW""]"	nACSjrFfsa	2026-05-05 20:15:00	ROSEN, TRUSTED INVESTOR COUNSEL, Encourages DNOW Inc. Investors to Inquire About Securities Class Action Investigation - DNOW	ACCESSWIRE	182.93	0.121	0.0498	0.8293	0.0712	positive	0.0016317206494248185	YES
BLDP	"[""BLDP""]"	nPn7rWv0La	2026-05-05 20:30:00	Solaris Selects Ballard's FCmove®‑SC Engine to Power its Next‑Generation Hydrogen Bus Platform	PR Newswire	296.84	0.3237	0.0092	0.6672	0.3145	positive		NO:Trades/sec
AFYA	"[""AFYA""]"	nBw9djgpDa	2026-05-05 20:59:00	Moody's Reaffirmed Afya's AAA.br Rating With a Stable Outlook	Business Wire	8.23	0.6817	0.0282	0.2901	0.6536	positive	0.0047984644913627635	YES
FRMI	"[""FRMI""]"	nPn46yTxCa	2026-05-05 21:04:00	Fermi Responds to Former CEO's Attempts to Take Control of Board and Reverse Board Actions Taken in Accordance with Their Fiduciary Duties to Remove Him as CEO and Terminate Him for Cause	PR Newswire	242.59	0.0415	0.587	0.3714	-0.5455	negative	0.03436988543371522	NO:sentiment_score
BW	"[""BW""]"	nGNX2DDTcS	2026-05-05 21:15:43	ROSEN, GLOBAL INVESTOR COUNSEL, Encourages Babcock & Wilcox Enterprises, Inc. Investors to Secure Counsel Before Important Deadline in Securities Class Action - BW	Globe Newswire	130.21	0.2798	0.0509	0.6692	0.2289	positive	0.005797101449275362	YES
CWH	"[""CWH""]"	nNFC8GTqJy	2026-05-05 21:25:10	CWH DEADLINE: ROSEN, NATIONAL INVESTOR COUNSEL, Encourages Camping World Holdings, Inc. Investors to Secure Counsel Before Important May 11 Deadline in Securities Class Action - CWH	Newsfile Corp	58.96	0.1975	0.0445	0.7579	0.153	positive	0.001821161901293025	YES
YOOV	"[""YOOV""]"	nNFCkKGSd	2026-05-05 21:29:01	ROSEN, GLOBAL INVESTOR COUNSEL, Encourages Concorde International Group Ltd. Investors to Secure Counsel Before Important Deadline in Securities Class Action - YOOV	Newsfile Corp	5.91	0.163	0.0745	0.7625	0.0886	positive	0.002165618232443024	YES
FSK	"[""FSK""]"	nGNX6spMGy	2026-05-05 22:18:16	FSK Investors Have Opportunity to Lead FS KKR Capital Corp. Securities Fraud Lawsuit with the Schall Law Firm	Globe Newswire	279.32	0.2642	0.0422	0.6936	0.222	positive	0.001595405232929164	YES
GEMI	"[""GEMI""]"	nGNXbVZLBf	2026-05-05 22:19:28	Gemini Space Station, Inc. Notice of May 18, 2026 Application Deadline for Class Action Lawsuit - Contact Lewis Kahn, Esq. at Kahn Swick & Foti, LLC, Before Application Deadline	Globe Newswire	38.2	0.1291	0.0865	0.7844	0.0426	neutral	0.011806375442739079	NO:sentiment_score
GOSS	"[""GOSS""]"	nPn12PZPza	2026-05-05 22:29:00	GOSS Investors Have Opportunity to Lead Gossamer Bio, Inc. Securities Fraud Lawsuit	PR Newswire	204.1	0.1124	0.0391	0.8486	0.0733	positive	0.001905850962454736	YES
SES	"[""SES""]"	nGNX9Xc1N4	2026-05-05 22:35:05	SES AI Corporation Securities Fraud Class Action Result of Weak Revenue Guidance and 37% Stock Decline - Investors may Contact Lewis Kahn, Esq, at Kahn Swick & Foti, LLC	Globe Newswire	236.25	0.0522	0.7216	0.2262	-0.6694	negative	0.014936519790888723	NO:sentiment_score
NIQ	"[""NIQ""]"	nBw4WV4dra	2026-05-05 23:00:00	Hisense Delivers 38% Sales Uplift in Western Europe Markets With NIQ’s AI-Powered Market Intelligence	Business Wire	68.86	0.8509	0.0106	0.1385	0.8403	positive	0.0046846846846846845	YES
AVTX	"[""AVTX""]"	nGNX949n29	2026-05-05 23:33:54	Avalo Therapeutics Announces Pricing of $375 Million Public Offering	Globe Newswire	22.76	0.1033	0.0183	0.8785	0.085	positive	0.26666666666666666	YES
1M4	"[""SRAD"", ""1M4""]"	nPn4Q36nJa	2026-05-05 23:43:00	Rosen Law Firm Encourages Sportradar Group AG Investors to Inquire About Securities Class Action Investigation - SRAD	PR Newswire		0.1742	0.027	0.7988	0.1472	positive		NO:Float,Trades/sec
SRAD	"[""SRAD"", ""1M4""]"	nPn4Q36nJa	2026-05-05 23:43:00	Rosen Law Firm Encourages Sportradar Group AG Investors to Inquire About Securities Class Action Investigation - SRAD	PR Newswire	185.52	0.1742	0.027	0.7988	0.1472	positive	0.0014551804423748546	YES
