Symbol	Tickers	ID	ArrivalTime	Headline	Author	Float	positive	negative	neutral	sentiment_score	label	Trades/sec	Trigger	Exchange	DailyHigh($)	DailyHigh(%)	FinBERTCompletedAt	body_sentiment	BodyCompletedAt	body_duration_ms	neutral_filter	confidence_weighted	net_score	top_k	positional	recommended
RYET	"[""RYET""]"	nGNX4H9cq0	2026-05-04 08:00:02	Ruanyun Edai Technology’s Saudi RHQ Signs MOU with Wadi Makkah, A Subsidiary of Umm Al-Qura University	Globe Newswire	12.73	0.576	0.0155	0.4085	0.5604	positive		NO:Trades/sec	NASDAQ	1.17	1.74					0.6966	0.6018	0.3506	0.4868	0.5844	0.6976
KLTR	"[""KLTR""]"	nGNX67cTBS	2026-05-04 08:00:02	Kaltura Open-Sources Suite of AI Agent Skills, Enabling Any AI Agent to Build Intelligent Rich-Media Digital Experiences  	Globe Newswire	72.58	0.1791	0.0106	0.8103	0.1685	positive		NO:sentiment_score,Trades/sec	NASDAQ	1.52	7.04					0.3082	0.304	0.1798	0.5541	0.2048	0.3909
AGAE	"[""AGAE""]"	nGNXPRDxk	2026-05-04 08:00:02	Allied Gaming & Entertainment Announces Proposed Rebranding to “AI & FutureTech Alliance Limited (AIFA)” and Plans for Hainan Silicon Photonics AI Supercomputing Center, Supported by Convertible Notes Financing plan to Build a Global Optical Compute Network Platform	Globe Newswire	13.33	0.5948	0.0128	0.3924	0.582	positive		NO:Trades/sec	NASDAQ	0.76	31.03					0.3381	0.3044	0.2255	0.2255	0.0162	0.3442
AKBA	"[""AKBA""]"	nGNX1KPYlV	2026-05-04 08:00:02	Akebia Therapeutics Announces Vadadustat Post-hoc Win Statistics Analysis Demonstrating Statistically Significant Reduction in Mortality and Hospitalization Composite Endpoint Published in the Journal of American Society of Nephrology	Globe Newswire	258.52	0.5589	0.3383	0.1028	0.2206	positive		NO:Trades/sec	NASDAQ	1.53	10.07					0.1339	0.1752	0.1043	0.7831	0.3273	0.1901
KYTX	"[""KYTX""]"	nGNX87RtRp	2026-05-04 08:00:02	Kyverna Therapeutics Appoints Nadia Dac, Seasoned Commercial Leader in Neurology and Rare Disease, as Chief Commercial Officer	Globe Newswire	36.45	0.1569	0.02	0.8231	0.1369	positive		NO:sentiment_score,Trades/sec	NASDAQ	9.18	4.68					0.1078	0.1139	0.0968	0.1439	0.0589	0.1197
FDMT	"[""FDMT""]"	nGNXb28Yp3	2026-05-04 08:00:02	4DMT to Participate in Upcoming Investor Conferences	Globe Newswire	45.5	0.2175	0.0147	0.7678	0.2028	positive	0.0006643046944198	YES	NASDAQ	9.55	5.06					0.4822	0.4822	0.4822	0.4822	0.4822	0.4822
TRAD	"[""TRAD""]"	nWkr38ZRHV	2026-05-04 08:00:04	Tradedoubler buy-backs of own shares	Cision	11.56	0.1526	0.0542	0.7932	0.0984	positive		NO:sentiment_score,Trades/sec	Nasdaq Stockholm							0.0	0.0861	0.0861	0.0861	0.0861	0.0
ACXP	"[""ACXP""]"	nPn7M37nGa	2026-05-04 08:00:05	Acurx Announces Scientific Poster Presentation of its DNA pol IIIC Inhibitors' Microbiome Evaluation at ESCMID Global 2026	PR Newswire	3.37	0.2025	0.0361	0.7614	0.1663	positive		NO:sentiment_score,Trades/sec	NASDAQ	2.24	1.82					0.2062	0.1759	0.1219	0.2062	0.1544	0.2223
DOMH	"[""DOMH""]"	nPn2dmnH6a	2026-05-04 08:00:08	Dominari Holdings Announces Record Date for Cash Dividend	PR Newswire	4.02	0.2322	0.0979	0.6699	0.1344	positive		NO:sentiment_score,Trades/sec	NASDAQ	3.35	11.67					0.6901	0.6526	0.416	0.6901	0.4757	0.6959
VNDA	"[""VNDA""]"	nPnb6kJf2a	2026-05-04 08:00:11	Vanda Pharmaceuticals Announces U.S. Commercial Availability of NEREUS™ (tradipitant), the First New Pharmacologic Treatment for People with Motion Sickness in More Than 40 Years	PR Newswire	54.11	0.6282	0.0223	0.3495	0.6058	positive		NO:Trades/sec	NASDAQ	7.82	7.42					0.4896	0.4508	0.2615	0.4896	0.4629	0.5236
UP	"[""UP""]"	nPn5YNnyYa	2026-05-04 08:00:12	Wheels Up Announces Date of First Quarter 2026 Earnings Release	PR Newswire	22.37	0.0469	0.0575	0.8956	-0.0106	neutral		NO:sentiment_score,Trades/sec	NYSE	5.6	0.0					0.0171	0.0171	0.0171	0.0171	0.0171	0.0171
LOCL	"[""LOCL""]"	nPnbTXCL8a	2026-05-04 08:00:14	Local Bounti to Participate in the BMO Global Farm to Market Conference	PR Newswire	22.4	0.2764	0.0142	0.7094	0.2621	positive		NO:Trades/sec	NYSE	2.08	11.83										
RAIL	"[""RAIL""]"	nNFC86wxB5	2026-05-04 08:00:22	Railtown AI Technologies Announces Appointment of Industry Leader Saeed Otufat-Shamsi to Advisory Board	Newsfile Corp	12.57	0.1312	0.0354	0.8334	0.0958	positive		NO:sentiment_score,Trades/sec								0.1704	0.1951	0.133	0.7478	0.2292	0.2141
SKYQ	"[""SKYQ""]"	nACSJz7gca	2026-05-04 08:00:42	Sky Quarry's 180-Million-Barrel Oil Sands Asset Subject to RFP for Accelerated Commercialization	ACCESSWIRE	2.98	0.2817	0.0087	0.7096	0.273	positive		NO:Trades/sec	NASDAQ	7.48	25.93					0.5519	0.5793	0.3446	0.6841	0.3982	0.6342
SPAI	"[""SPAI""]"	nGNX2j9HhY	2026-05-04 08:04:00	Safe Pro Launches New Growth Team Led by Brian Mack as Chief Growth Officer and Benjamin Chitty as VP of Government Growth	Globe Newswire	12.96	0.1657	0.0127	0.8216	0.153	positive	0.0019630938358853	NO:sentiment_score	NASDAQ	4.52	0.44					0.2565	0.2678	0.1192	0.4344	0.1732	0.3681
CADL	"[""CADL""]"	nGNX2lVD92	2026-05-04 08:05:00	Candel Therapeutics to Host Investor Conference Call Following Presentation of Extended Data from Phase 3 Trial of Aglatimagene Besadenovec in Localized Prostate Cancer at the American Urological Association 2026 Annual Meeting	Globe Newswire	58.86	0.2907	0.028	0.6813	0.2627	positive	0.0437956204379562	YES	NASDAQ	7.59	16.77					0.1917	0.155	0.11	0.147	0.082	0.2214
CRE	"[""CRE""]"	nACSzrwjna	2026-05-04 08:09:13	Critical Elements' 10,000-Metre Drill Program at Rose West Continues to Deliver Positive Results	ACCESSWIRE	1.1	0.9349	0.0208	0.0443	0.9142	positive	0.525	YES								0.2619	0.2104	0.135	0.2885	0.0986	0.276
EZRA	"[""EZRA""]"	nGNX3H9Qmb	2026-05-04 08:17:00	Reliance Global Group Completes Transformative Investment in Late-Stage Radiopharmaceutical Innovator Innervate Through EZRA’s Biotech Division	Globe Newswire	7.47	0.6214	0.0098	0.3688	0.6117	positive	0.3739130434782609	YES	NASDAQ	8.33	20.72					0.6217	0.7091	0.6217	0.8658	0.6117	0.7091
QNC	"[""QNC""]"	nNFC155Mh	2026-05-04 08:28:44	Quantum eMotion Announces Launch and Availability of eShield-Q, a Runtime Cryptographic Protection Platform for the AI and Quantum Era	Newsfile Corp	212.03	0.2898	0.0107	0.6996	0.2791	positive	0.0017488632388947	YES	NYSE American	2.85	2.15					0.3414	0.4719	0.3414	0.3414	0.6095	0.4719
DFDV	"[""DFDV""]"	nGNX42hXml	2026-05-04 08:30:00	DeFi Development Corp. Launches $200 Million At-The-Market Facility (ATM) to Buy More SOL	Globe Newswire	20.89	0.4494	0.0159	0.5348	0.4335	positive	0.0149988282165455	YES	NASDAQ	4.66	5.43					0.5303	0.4772	0.306	0.3822	0.3895	0.5532
BRFH	"[""BRFH""]"	nGNX5JSBrF	2026-05-04 08:30:00	Barfresh to Present at the LD Micro Invitational XVI	Globe Newswire	6.35	0.1627	0.0253	0.812	0.1375	positive		NO:sentiment_score,Trades/sec	NASDAQ	2.53	0.0					0.1409	0.0962	0.0699	0.0699	0.0734	0.1409
GLOO	"[""GLOO""]"	nBw9hZBwza	2026-05-04 08:30:00	Gloo Completes Acquisition of EnterpriseMarketdesk (EMD) Bringing AI-enabled Workday Services and Expertise to the Gloo Platform	Business Wire	5.2	0.7383	0.0082	0.2534	0.7301	positive	0.0024617067833698	YES	NASDAQ	7.5	6.69					0.5234	0.6066	0.4712	0.699	0.4892	0.6252
AGPU	"[""AGPU""]"	nGNXgSmV5	2026-05-04 08:30:00	Axe Compute Inc. (NASDAQ: AGPU) CEO Chris Miglino to Appear on Schwab Network May 4 and Cheddar May 6	Globe Newswire	3.87	0.0661	0.0509	0.883	0.0152	neutral	0.0311244979919678	NO:sentiment_score	NASDAQ	5.73	4.75					0.3668	0.4025	0.2353	0.4341	0.28	0.481
ABEO	"[""ABEO""]"	nGNXbQFnr1	2026-05-04 08:30:00	Abeona Therapeutics® Announces Date of First Quarter Financial Results	Globe Newswire	48.32	0.1911	0.1289	0.68	0.0622	positive	0.000876347384103	NO:sentiment_score	NASDAQ	6.13	12.89					0.162	0.1429	0.0898	0.2756	0.0895	0.2017
FBLG	"[""FBLG""]"	nGNX9nmdqt	2026-05-04 08:30:00	FibroBiologics Announces Release of CYWC628 Drug Product for Phase 1/2 Diabetic Foot Ulcer Clinical Trial	Globe Newswire	2.93	0.3372	0.0337	0.6291	0.3035	positive		NO:Trades/sec	NASDAQ	1.7	23.19					0.372	0.4538	0.2363	0.742	0.3497	0.52
REFR	"[""REFR""]"	nGNX2Pgs0W	2026-05-04 08:30:00	RESEARCH FRONTIERS TO HOST FIRST QUARTER 2026 CONFERENCE CALL	Globe Newswire	27.11	0.1093	0.0231	0.8676	0.0862	positive		NO:sentiment_score,Trades/sec	NASDAQ	0.94	4.44					0.1171	0.0602	0.0515	0.0658	0.0522	0.1171
SATL	"[""SATL""]"	nGNXbpG58y	2026-05-04 08:30:00	Satellogic Expands Global Sales Force with Senior Defense and Intelligence Industry Veterans	Globe Newswire	92.61	0.5532	0.0111	0.4357	0.5421	positive		NO:Trades/sec	NASDAQ	7.38	3.22					0.365	0.463	0.2661	0.7276	0.3085	0.5138
FBIO	"[""FBIO""]"	nGNX61gFgZ	2026-05-04 08:30:00	Fortress Biotech to Participate in the H.C. Wainwright 2nd Annual Royalty Company Virtual Conference	Globe Newswire	24.68	0.2369	0.0159	0.7472	0.221	positive		NO:Trades/sec	NASDAQ	2.42	4.76					0.2951	0.4511	0.2951	0.3901	0.2791	0.4511
NNVC	"[""NNVC""]"	nACSPjjC9a	2026-05-04 08:30:00	NV-387 for The Treatment of Measles is Granted Orphan Drug Designation by The US FDA 	ACCESSWIRE	20.99	0.743	0.0308	0.2261	0.7122	positive	0.0038860103626943	YES	NYSE American	1.59	22.31					0.357	0.3918	0.1738	0.5709	0.2719	0.4962
NIVF	"[""NIVF""]"	nGNX55QBQp	2026-05-04 08:30:00	NewGen Provides Update on Fiscal Year 2025 Results and Strategic Progress	Globe Newswire	0.5685	0.0758	0.0291	0.895	0.0467	neutral		NO:sentiment_score,Trades/sec	NASDAQ	3.01	81.33					0.4372	0.4502	0.4372	0.4372	0.4621	0.4502
ATOS	"[""ATOS""]"	nPn95gscNa	2026-05-04 08:30:00	Atossa Therapeutics Receives FDA Rare Pediatric Disease Designation for (Z)-Endoxifen for McCune-Albright Syndrome	PR Newswire	8.52	0.7026	0.0147	0.2827	0.6879	positive		NO:Trades/sec	NASDAQ	6.0	17.88					0.2872	0.2421	0.1935	0.1935	0.2979	0.2891
NEOV	"[""NEOV""]"	nGNXbRh9gp	2026-05-04 08:30:00	NeoVolta Announces Timing of Third Quarter Fiscal 2026 Earnings Release and Conference Call	Globe Newswire	33.62	0.0574	0.0483	0.8943	0.0091	neutral		NO:sentiment_score,Trades/sec	NASDAQ	2.8	1.82					0.2937	0.3679	0.2147	0.2937	0.1389	0.3934
JAGX	"[""JAGX""]"	nACSpcjSFa	2026-05-04 08:30:01	Jaguar Health Expands Neonorm Franchise with Introduction of Neonorm Dog for Companion Animal Gut Health	ACCESSWIRE	9.03	0.6733	0.0103	0.3164	0.6631	positive		NO:Trades/sec	NASDAQ	6.74	0.9					0.3614	0.3018	0.1673	0.3614	0.3634	0.3961
DRIO	"[""DRIO""]"	nPn1zfbJKa	2026-05-04 08:30:04	DarioHealth to Report First Quarter 2026 Results on Wednesday, May 13, 2026	PR Newswire	5.81	0.059	0.0504	0.8905	0.0086	neutral		NO:sentiment_score,Trades/sec	NASDAQ	7.63	4.52					0.2493	0.0997	0.0556	0.1067	0.0496	0.2493
SRI	"[""SRI""]"	nPn4Lkz8Ma	2026-05-04 08:30:05	Stoneridge, Inc. to Broadcast its First Quarter 2026 Conference Call on the Web	PR Newswire	27.13	0.0672	0.0167	0.9161	0.0505	positive		NO:sentiment_score,Trades/sec	NYSE	6.92	1.17					0.162	0.0806	0.0622	0.0854	0.0632	0.162
QUBT	"[""QUBT""]"	nPn9tk41la	2026-05-04 08:30:06	Quantum Computing Inc. to Host First Quarter 2026 Shareholder Call on Monday, May 11, 2026	PR Newswire	196.93	0.0497	0.028	0.9223	0.0217	neutral		NO:sentiment_score,Trades/sec	NASDAQ	9.88	7.98					0.0989	0.0638	0.058	0.0855	0.0651	0.0977
KOPN	"[""KOPN""]"	nBw5LN8wLa	2026-05-04 08:31:00	Kopin Corporation to Host First Quarter 2026 Earnings Call on Tuesday, May 12, 2026 at 8:30 AM Eastern Time	Business Wire	170.2	0.0402	0.0237	0.936	0.0165	neutral	0.1142857142857142	NO:sentiment_score	NASDAQ	4.88	12.7					0.1223	0.0727	0.0455	0.103	0.0452	0.1467
DAIC	"[""DAIC""]"	nACSpXWgka	2026-05-04 08:31:00	Dot Ai to Host First Quarter 2026 Earnings Call on May 11 at 4:30 p.m. Eastern Time	ACCESSWIRE	23.33	0.0438	0.0321	0.9241	0.0117	neutral	0.000901645503043	NO:sentiment_score	NASDAQ	0.22	10.0					0.0448	0.0252	0.0228	0.0315	0.0233	0.0448
NAGE	"[""NAGE""]"	nBw5p4qVya	2026-05-04 08:32:00	Niagen Bioscience Launches Niagen Plus Telehealth Platform, Unveiling At-Home Injection Kit Offering	Business Wire	52.94	0.2072	0.0106	0.7822	0.1965	positive	0.0039518253669552	NO:sentiment_score	NASDAQ	5.51	13.61					0.4117	0.4577	0.3046	0.6595	0.3809	0.4919
ATLX	"[""ATLX""]"	nGNX4DNWvG	2026-05-04 08:35:00	Atlas Lithium Corporation to Present at the Precious Metals & Critical Minerals Virtual Investor Conference May 5th	Globe Newswire	19.17	0.1198	0.0245	0.8557	0.0954	positive	0.0097703957010258	NO:sentiment_score	NASDAQ	5.71	3.07					0.5351	0.5266	0.2916	0.5351	0.2949	0.6186
GEMI	"[""GEMI""]"	nNFC73njBl	2026-05-04 08:36:21	INVESTOR ALERT: Berger Montague Advises Gemini Space Station, Inc. (GEMI) Investors to Inquire About a Securities Fraud Class Action by May 18, 2026	Newsfile Corp	38.2	0.1675	0.0836	0.7489	0.0838	positive	0.027063599458728	NO:sentiment_score	NASDAQ	5.0	5.26					-0.1036	-0.2328	-0.0437	0.4234	-0.0575	-0.2738
KLC	"[""KLC""]"	nBw8pTcTka	2026-05-04 08:37:00	KinderCare Celebrates Teachers with Child Care Tuition Support	Business Wire	30.46	0.2572	0.0516	0.6912	0.2056	positive	0.000372995151063	YES	NYSE	4.42	4.25					0.4011	0.5166	0.4011	0.4011	0.5843	0.5166
WKSP	"[""WKSP""]"	nACSM1cJna	2026-05-04 08:46:01	Worksport (NASDAQ:WKSP) Invited to Present at D. Boral 2026 Global Conference	ACCESSWIRE	9.27	0.1119	0.0128	0.8753	0.0991	positive	0.0006771314250538	NO:sentiment_score	NASDAQ	1.16	5.45					0.5607	0.5691	0.31	0.8019	0.3076	0.6446
GOSS	"[""GOSS""]"	nGNX3lMknm	2026-05-04 08:47:00	INVESTOR REMINDER: Berger Montague Notifies Gossamer Bio, Inc. (NASDAQ: GOSS) Investors of a Class Action Lawsuit and Deadline	Globe Newswire	204.1	0.1582	0.385	0.4568	-0.2268	negative	0.0214375788146279	NO:sentiment_score	NASDAQ	0.38	2.7					-0.0129	-0.0989	0.0073	0.3026	-0.0054	-0.1211
GYRE	"[""GYRE""]"	nGNX9nVvYN	2026-05-04 08:47:47	Gyre Therapeutics Completes Acquisition of Cullgen to Create U.S.- and China-based Fully Integrated Biopharmaceutical Company	Globe Newswire	12.94	0.1911	0.0156	0.7933	0.1755	positive	0.0014792899408284	NO:sentiment_score	NASDAQ	8.05	2.55					0.0905	0.0905	0.0905	0.0905	0.0905	0.0905
OWLT	"[""OWLT""]"	nBw2WMghsa	2026-05-04 08:50:00	Owlet Gives Moms the Ultimate Mother's Day Gift: More Confidence and Peace of Mind 	Business Wire	15.17	0.2495	0.042	0.7085	0.2075	positive	0.0007824726134585	YES	NYSE	4.97	2.69					0.0	0.063	0.063	0.063	0.063	0.0
UHG	"[""UHG""]"	nBw1lDR7Za	2026-05-04 08:53:00	Stanley Martin Homes Completes Acquisition of United Homes Group	Business Wire	11.21	0.1494	0.0538	0.7968	0.0957	positive	9.30782369120364e-05	NO:sentiment_score	NASDAQ							0.4121	0.4953	0.2403	0.8195	0.3662	0.5819
ONCY	"[""ONCY""]"	nGNXy6jXM	2026-05-04 09:00:00	Oncolytics Biotech® Reports Durable Responses in Second-Line RAS-Mutant MSS Colorectal Cancer	Globe Newswire	98.32	0.917	0.0231	0.0599	0.8939	positive	0.0226500566251415	YES	NASDAQ	0.98	10.11					0.628	0.5333	0.285	0.285	0.4435	0.628
FOXX	"[""FOXX""]"	nGNX53fLTW	2026-05-04 09:00:00	Foxx Development Regains Compliance with Nasdaq Minimum Market Value of Listed Securities Requirement	Globe Newswire	1.25	0.8817	0.0205	0.0978	0.8612	positive		NO:Trades/sec	NASDAQ	4.96	1.43					0.1754	0.1425	0.0893	0.0893	0.1063	0.1754
XXII	"[""XXII""]"	nGNX9dmxfk	2026-05-04 09:00:00	22nd Century Group to Announce First Quarter 2026 Results on May 7, 2026	Globe Newswire	0.7	0.0837	0.0542	0.8621	0.0296	neutral	0.1875	NO:sentiment_score	NASDAQ	1.02	17.24					0.0988	0.0988	0.0988	0.0988	0.0988	0.0988
NAII	"[""NAII""]"	nGNX2B8PWR	2026-05-04 09:00:01	CarnoSyn® Brands Expands TriBsyn® Applications Across Beverage, Dairy, and Medical Nutrition	Globe Newswire	5.03	0.2148	0.0104	0.7748	0.2044	positive	0.0003599064243296	YES	NASDAQ	2.76	1.47										
FATE	"[""FATE""]"	nGNX43H2B	2026-05-04 09:00:01	Fate Therapeutics Announces Three Presentations at the 2026 ASGCT Annual Meeting Highlighting Off-the-Shelf CAR T-cell Therapy Pipeline for Cancer and Autoimmune Diseases	Globe Newswire	110.14	0.254	0.0123	0.7337	0.2417	positive	0.0068259385665529	YES	NASDAQ	1.88	25.33					0.3318	0.3642	0.3318	0.3318	0.3264	0.3642
RPAY	"[""RPAY""]"	nGNXvnsM8	2026-05-04 09:00:00	17 Days After Forager’s Proposal, Board Still Has Not Engaged as Stockholder Frustration Builds	Globe Newswire	63.69	0.1508	0.103	0.7462	0.0478	neutral	0.0012608666799389	NO:sentiment_score	NASDAQ	4.11	8.16					0.3169	0.4284	0.2139	0.6536	0.2047	0.4831
MCHX	"[""MCHX""]"	nBwbxNJK2a	2026-05-04 09:00:01	Marchex to Report First Quarter 2026 Financial Results on Wednesday, May 13, 2026	Business Wire	36.17	0.0589	0.054	0.8871	0.0049	neutral		NO:sentiment_score,Trades/sec	NASDAQ	1.75	1.16					0.4428	0.4125	0.2033	0.4428	0.1813	0.5154
TYGO	"[""TYGO""]"	nBw84xyRda	2026-05-04 09:00:01	Tigo Energy Breaks Global Growth Benchmark; Boosts U.S. Energy Feature in Predict+	Business Wire	43.41	0.9074	0.0153	0.0773	0.8921	positive		NO:Trades/sec	NASDAQ	5.01	5.47					0.5189	0.5219	0.5189	0.5189	0.4903	0.5219
HTCO	"[""HTCO""]"	nPnbk3j6Sa	2026-05-04 09:00:01	High-Trend International Group Eliminates Financing Overhang and Plans Cancellation of 630,000 Class A Ordinary Shares (Originally Scheduled to Become Eligible for Resale on May 1, 2026)	PR Newswire	2.4	0.0654	0.3984	0.5362	-0.333	negative		NO:sentiment_score,Trades/sec	NASDAQ	14.03	87.07					-0.1097	-0.1097	-0.1097	-0.1097	-0.1097	-0.1097
III	"[""III""]"	nBwdNpY8a	2026-05-04 09:00:01	End-to-End Platforms Unify Customer Experience, ISG says	Business Wire	33.28	0.1853	0.0102	0.8046	0.1751	positive	0.0002783654381471	NO:sentiment_score	NASDAQ	4.25	3.16					0.3106	0.3488	0.2234	0.6922	0.2489	0.3932
GRML	"[""GRML""]"	nACSGwrY5a	2026-05-04 09:00:01	Greenland Mines (NASDAQ:GRML) Signs 12-Part Featured Series on New to The Street	ACCESSWIRE	86.89	0.1572	0.0319	0.8108	0.1253	positive		NO:sentiment_score,Trades/sec	NASDAQ	0.55	7.84					0.4576	0.4524	0.2686	0.5424	0.3009	0.5202
RBNE	"[""RBNE""]"	nGNX6zNCpv	2026-05-04 09:00:01	Robin Energy Announces the Sale of the M/T Wonder Mimosa for a Price of $12.8 Million with an Expected Net Gain of $6.7 Million	Globe Newswire	6.94	0.2023	0.013	0.7847	0.1893	positive		NO:sentiment_score,Trades/sec	NASDAQ	1.7	4.94					0.3994	0.4389	0.1845	0.2653	0.2709	0.5487
PDYN	"[""PDYN""]"	nBw5jSY3ra	2026-05-04 09:00:02	Palladyne AI Selected as One of 14 Companies for AFRL’s Relentless Wolfpack Industry Day, Advancing Networked Collaborative Autonomous Weapon Systems	Business Wire	34.13	0.5564	0.0153	0.4283	0.5412	positive		NO:Trades/sec	NASDAQ	6.8	7.42					0.3043	0.3994	0.2626	0.6075	0.3444	0.4183
GIGM	"[""GIGM""]"	nPn3Y9XNpa	2026-05-04 09:00:04	GigaMedia Announces First-Quarter 2026 Financial Results	PR Newswire	6.02	0.0896	0.1017	0.8088	-0.0121	neutral		NO:sentiment_score,Trades/sec	NASDAQ	1.44	-0.69					0.1341	0.1964	0.0808	0.391	-0.0347	0.2461
SCKT	"[""SCKT""]"	nPnbk1tSZa	2026-05-04 09:00:20	Socket Mobile Brings Professional Cordless Scanning and Apple Wallet Pass Reading to Mac with SM Link	PR Newswire	5.22	0.241	0.0091	0.75	0.2319	positive	0.000573888091822	YES	NASDAQ	0.99	12.5					0.562	0.4827	0.3186	0.3186	0.5089	0.562
AQST	"[""AQST""]"	nNFC120kJg	2026-05-04 09:00:25	AQST EQUITY ALERT: Faruqi & Faruqi, LLP Reminds Aquestive Therapeutics (AQST) Investors of Securities Class Action Deadline on May 4, 2026	Newsfile Corp	114.86	0.126	0.2978	0.5762	-0.1718	negative	0.0008751969193068	NO:sentiment_score	NASDAQ	4.29	2.14					0.0101	-0.0982	0.0243	0.2449	0.0383	-0.145
AURA	"[""AURA""]"	nGNX5wyngd	2026-05-04 09:03:06	Aura Biosciences Announces Pricing of $260 Million Public Offering of Common Stock and Pre-funded Warrants	Globe Newswire	44.71	0.1633	0.0109	0.8258	0.1525	positive	0.0056028686687584	NO:sentiment_score	NASDAQ	8.49	21.11					0.1412	0.1223	0.1018	0.1412	0.1532	0.1548
FWDI	"[""FWDI""]"	nGNX51qsd8	2026-05-04 09:08:00	Forward Industries Schedules Fiscal Second Quarter 2026 Conference Call for May 14, 2026 at 5:00 p.m. ET	Globe Newswire	63.62	0.0303	0.0527	0.917	-0.0224	neutral	0.0072254335260115	NO:sentiment_score	NASDAQ	4.68	5.64					0.2341	0.1744	0.1163	0.1892	0.0907	0.2563
OPTX	"[""OPTX""]"	nGNXbhZstm	2026-05-04 09:09:18	Syntec Optics (Nasdaq: OPTX) Quadruples Space Optics Production; Expands Space Portfolio in Growing Space Economy	Globe Newswire	6.23	0.8467	0.0099	0.1434	0.8367	positive	0.0078308535630383	YES	NASDAQ	9.14	7.53					0.1641	0.1698	0.1641	0.1641	0.1702	0.1698
AVD	"[""AVD""]"	nACS7Gjbga	2026-05-04 09:10:25	American Vanguard Announces Date of First Quarter 2026 Earnings Release and Webcast Conference Call	ACCESSWIRE	26.7	0.0621	0.0278	0.9101	0.0344	neutral	0.0010500957440237	NO:sentiment_score	NYSE	2.96	2.07					0.0	-0.0031	-0.0015	-0.0015	-0.0097	0.0
MNDR	"[""MNDR""]"	nNFC52BqQD	2026-05-04 09:15:59	Mobile-health Network Solutions Enters into Non-Binding US$119 Million Strategic Framework with Hector Capital to Acquire BIMA and M&M Helix, Accelerating AI-powered Healthcare Expansion across Asia and Africa	Newsfile Corp	3.21	0.771	0.0146	0.2144	0.7565	positive	77.0	YES	NASDAQ	1.74	87.1					0.7532	0.7532	0.7532	0.7532	0.7532	0.7532
OI	"[""OI""]"	nGNX6R2Y5g	2026-05-04 09:16:45	Owens-Brockway Glass Container Inc. Launches $500 Million Senior Notes Offering	Globe Newswire	149.91	0.1563	0.0188	0.8249	0.1374	positive	0.0068708846263956	NO:sentiment_score	NYSE	9.9	4.32					0.1616	0.195	0.1148	0.4696	0.1349	0.2273
CHRS	"[""CHRS""]"	nGNX6MFpVj	2026-05-04 09:30:00	Coherus Oncology to Report First Quarter 2026 Financial Results on May 11, 2026	Globe Newswire	127.16	0.0839	0.0508	0.8653	0.033	neutral	0.0020496224379719	NO:sentiment_score	NASDAQ	1.82	0.55					0.1785	0.0633	0.0455	0.0925	0.0516	0.1785
TZOO	"[""TZOO""]"	nPn6nqv9ha	2026-05-04 09:30:02	Club Offers for Travel Enthusiasts in the U.S.	PR Newswire	7.03	0.0935	0.0186	0.8879	0.0749	positive	0.0026713243604233	NO:sentiment_score	NASDAQ	10.14	2.53					0.7111	0.5778	0.2534	0.2534	0.5481	0.7111
HAIN	"[""HAIN""]"	nGNX8WRyfK	2026-05-04 09:33:00	Earth’s Best Debuts All-New Organic Snacks Made Just for Big Kids	Globe Newswire	88.37	0.1945	0.0502	0.7553	0.1443	positive	0.217391304347826	NO:sentiment_score	NASDAQ	0.72	5.88					0.2009	0.2064	0.2009	0.2009	0.1732	0.2064
LNAI	"[""LNAI""]"	nPn5R2hja	2026-05-04 09:35:00	Lunai Bioworks Completes $20 Million Preferred Issuance to Acquire CNS Delivery and Neurotherapeutic IP	PR Newswire	19.89	0.2078	0.0155	0.7767	0.1923	positive	5.0	NO:sentiment_score	NASDAQ	3.8	21.79					0.4355	0.5638	0.368	0.6245	0.4349	0.5838
